"idade","sexo","est_civil","raca","escola","lingua_estr","nota_CN","nota_CH","nota_LC","nota_MT","nota_RD","ESC_pai","ESC_mae","renda_fam"
22,"M","solteiro","negro","não espondeu",0,673.3,652.7,663.5,692.7,840,"não","sim","H"
42,"M","casado","branco","não espondeu",0,512.1,574,544.4,507.4,580,"não","não","F"
29,"F","casado","negro","não espondeu",1,545.6,478.6,586.7,478.1,580,"não","não","B"
25,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","indigena","não espondeu",0,489.8,472.1,498.8,470.7,540,"sim","não","B"
18,"F","solteiro","negro","não espondeu",0,611.3,643,606.8,713.9,860,"sim","sim","H"
32,"F","solteiro","branco","não espondeu",0,422.2,427.6,546.4,530.9,560,"não","não","C"
19,"F","solteiro","pardo","não espondeu",1,537.9,538.2,565.3,615.7,680,"não","sim","G"
18,"M","solteiro","branco","privada",0,615.6,660.5,656,676.7,760,"não","não","D"
22,"F","solteiro","branco","não espondeu",1,415.7,570.2,548.8,437.1,600,"não","não","C"
19,"F","solteiro","negro","não espondeu",1,452.9,544,545.9,410.8,740,"não","não","E"
19,"F","solteiro","branco","não espondeu",1,466.4,526.2,555.4,492,480,"não","não","H"
20,"M","solteiro","amarelo","não espondeu",1,437.6,477.1,521.4,425.4,540,"não","não","B"
23,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
39,"M","solteiro","pardo","não espondeu",1,351.6,373.4,481.8,471.9,480,"não","não","C"
18,"M","solteiro","branco","não espondeu",0,602.7,638.2,575.6,741.3,820,"sim","não sabe","K"
24,"F","solteiro","pardo","não espondeu",1,544.2,622.2,613.4,710.8,900,"não","não","H"
18,"M","solteiro","branco","privada",0,591.6,634.5,623.8,695.9,700,"sim","sim","Q"
19,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
22,"F","solteiro","pardo","não espondeu",0,505,506.1,533.3,455.4,560,"não","não","G"
18,"F","solteiro","branco","não espondeu",1,611.8,645.3,607,682.2,940,"sim","não","D"
17,"M","solteiro","branco","pública",0,559.7,569.5,581.6,603,680,"sim","não","C"
23,"M","solteiro","branco","não espondeu",0,547.7,602.4,593.5,505.3,720,"sim","não","K"
22,"F","solteiro","pardo","não espondeu",0,431.5,586.6,553.7,556.9,500,"não","não","G"
37,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
27,"M","solteiro","branco","não espondeu",0,447.2,561.9,569.4,464.7,640,"não","não","C"
25,"F","solteiro","pardo","não espondeu",0,567.4,586.5,580.5,695.6,820,"não","não","C"
20,"F","solteiro","negro","não espondeu",1,477.3,367.4,509,557.4,540,"não","não","C"
30,"M","casado","branco","não espondeu",1,501.8,592.1,545.8,460.9,540,"não","sim","E"
22,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
28,"M","solteiro","ND","não espondeu",0,583.1,657.7,624.5,648.5,540,"sim","sim","H"
23,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não sabe","C"
17,"F","solteiro","pardo","não espondeu",0,440.5,358.9,425.7,444.6,520,"não","não","C"
17,"F","solteiro","branco","pública",1,473.4,410.9,475,365.9,500,"não","não","E"
32,"M","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
19,"F","solteiro","pardo","pública",1,453.5,454.3,424.6,375.2,540,"não","não","D"
15,"M","solteiro","branco","não espondeu",1,442.5,541.9,544.6,539.9,440,"sim","não","G"
29,"M","casado","pardo","não espondeu",0,419.9,481.3,492.2,516.3,600,"não","não","C"
22,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","I"
20,"M","NI","negro","pública",0,598.9,702.8,643,773.1,940,"não","não","B"
19,"F","solteiro","negro","não espondeu",0,485.6,547.6,570.2,551.2,700,"não","não","E"
36,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
24,"F","casado","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","pública",0,469.8,475.5,563.4,503.6,600,"não","não","C"
27,"M","solteiro","ND","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
57,"M","casado","ND","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
20,"M","solteiro","negro","não espondeu",1,571.4,614.7,575.2,685.1,740,"não","não","C"
37,"F","casado","negro","não espondeu",1,535.2,515,486.4,450.5,700,"não","não","E"
18,"F","solteiro","branco","pública",0,546.1,591.3,621.1,579.4,920,"não","não","G"
18,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","E"
21,"M","solteiro","pardo","pública",0,431.8,426.8,467.6,375.3,0,"não","não","B"
20,"F","solteiro","pardo","pública",0,479.4,421.7,437.1,422.7,500,"não sabe","não","B"
18,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","B"
31,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","F"
19,"M","solteiro","pardo","pública",0,434.3,446.2,575.2,594.1,580,"não","não","G"
18,"F","solteiro","branco","pública",0,NA,NA,NA,NA,NA,"não sabe","não","C"
19,"M","solteiro","branco","não espondeu",0,690,707,652.9,843,960,"sim","sim","O"
21,"F","solteiro","negro","não espondeu",1,NA,434.6,540.2,NA,320,"não sabe","não","E"
18,"F","solteiro","pardo","privada",0,649.6,672.2,622.4,752.4,860,"sim","sim","P"
18,"F","solteiro","negro","não espondeu",0,513.6,567.6,549.3,618,620,"não","não","C"
31,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
32,"F","casado","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
17,"F","solteiro","branco","privada",0,560.1,600.4,598.7,616.2,940,"não sabe","não","C"
22,"M","solteiro","branco","não espondeu",0,555.6,601.6,591,788.6,0,"não","sim","N"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
20,"F","solteiro","branco","não espondeu",0,425.9,428.2,511.6,475.9,400,"sim","não","C"
26,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
29,"M","solteiro","branco","não espondeu",0,566.4,612.3,579.4,810.7,840,"sim","sim","H"
29,"F","casado","negro","não espondeu",0,434.5,529.4,526,499.5,480,"não","não","B"
27,"M","casado","pardo","não espondeu",0,478.3,555.1,547.7,441.2,480,"não","não","E"
27,"F","casado","negro","não espondeu",0,502.3,583.5,577.9,399.7,780,"não","não","E"
18,"F","solteiro","branco","não espondeu",0,582.8,604.6,621.9,749.3,900,"não","sim","K"
18,"F","solteiro","branco","pública",0,553,622.3,570.7,549.5,660,"não","não","F"
20,"F","divorciado","branco","não espondeu",0,691,645.1,612.6,743.2,960,"não","não","G"
18,"M","solteiro","negro","não espondeu",0,537.8,587.5,562.4,637.3,600,"não","não","C"
20,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
16,"F","solteiro","branco","não espondeu",0,432.4,547.5,536.5,517.3,320,"não","não","D"
20,"M","solteiro","branco","não espondeu",0,575.4,654.1,569.2,831.4,900,"sim","sim","J"
21,"F","solteiro","branco","não espondeu",0,555.6,615.6,577.8,598.8,600,"não","sim","H"
38,"M","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","N"
19,"F","solteiro","pardo","não espondeu",0,576.2,617.7,613.5,716.7,960,"não","não","F"
24,"F","solteiro","pardo","não espondeu",0,NA,615.1,617,NA,860,"não","sim","G"
26,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
32,"M","casado","pardo","não espondeu",0,553.2,577.2,477.6,648.2,360,"não","não","D"
24,"M","solteiro","pardo","não espondeu",0,379.7,398.3,448.9,387.5,440,"não","não","C"
28,"M","solteiro","pardo","não espondeu",0,550.7,595.9,609.9,597.9,580,"não","não","C"
39,"M","casado","pardo","não espondeu",1,450,453.8,482.9,402.4,400,"não","não","C"
19,"M","solteiro","pardo","não espondeu",0,614.5,589.8,583.7,479.5,680,"não","não","E"
22,"F","solteiro","pardo","não espondeu",0,460.8,518.9,473.5,417.7,700,"não sabe","não","E"
27,"F","casado","pardo","não espondeu",1,560.3,582.6,621.2,668.8,820,"não sabe","não","F"
28,"M","casado","branco","não espondeu",0,658.3,543.8,580,682.9,400,"não","sim","N"
22,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","D"
20,"F","solteiro","negro","não espondeu",1,554.6,594.2,589.3,616.2,840,"não","não","G"
39,"M","casado","branco","não espondeu",1,389.5,485.5,503.2,571.5,620,"não","não","C"
17,"F","solteiro","branco","privada",0,599.3,642.7,610.5,805.6,960,"sim","sim","K"
21,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","pública",1,408.9,514.5,463.4,465.4,520,"não","não","C"
34,"F","divorciado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
24,"F","solteiro","branco","não espondeu",1,509.9,566.8,560.7,476.5,600,"não","não","G"
19,"F","solteiro","negro","pública",1,638.2,696.2,618.5,781.3,920,"não","não","H"
31,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
24,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","pública",0,456,543.9,518.1,568.2,600,"não sabe","não","A"
19,"F","solteiro","pardo","não espondeu",1,496.9,516.7,495.3,375.5,760,"não","não","H"
30,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","E"
20,"F","solteiro","branco","não espondeu",0,646.1,663.4,609.9,802.9,920,"sim","sim","J"
19,"F","solteiro","branco","não espondeu",0,570.6,598.3,554,665.6,920,"não","não","C"
29,"F","solteiro","amarelo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","C"
21,"F","solteiro","pardo","não espondeu",0,524.5,633.5,579.1,662.9,720,"não","não","C"
17,"F","solteiro","branco","pública",0,526.9,524.3,571.8,566.3,640,"não","não","D"
29,"M","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","C"
40,"F","solteiro","pardo","não espondeu",0,521.5,552.2,506.8,453.2,500,"não","não","C"
26,"F","casado","negro","não espondeu",1,626.1,628.1,605.4,706.5,880,"não","não","B"
19,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
21,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
19,"M","solteiro","branco","pública",0,590.1,651.3,574.1,728.3,760,"não","não","C"
31,"M","solteiro","negro","não espondeu",0,430.2,548.4,536.4,498.1,560,"não","não","G"
17,"F","solteiro","negro","pública",0,613.8,674.6,606.4,793,940,"sim","sim","L"
64,"F","divorciado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","pardo","pública",1,NA,NA,NA,NA,NA,"não","não","A"
53,"M","NI","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","C"
33,"M","solteiro","pardo","não espondeu",1,405.2,516.4,524.4,496.1,560,"não","não","E"
18,"F","solteiro","branco","privada",0,590.4,668.2,597.3,724.4,960,"não","sim","G"
20,"F","solteiro","negro","não espondeu",1,417.6,414,465.1,374.8,520,"não","não","C"
19,"F","solteiro","pardo","não espondeu",1,552,642.5,593.8,733.7,900,"sim","não","G"
35,"F","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","G"
27,"F","solteiro","pardo","não espondeu",0,406.3,390.7,464.4,487.1,340,"não","não","B"
18,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"M","solteiro","ND","pública",0,582.2,634.1,622.7,756.3,700,"não","sim","C"
25,"M","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
22,"M","solteiro","pardo","não espondeu",1,475.1,493.7,534.7,539,600,"não","não","C"
18,"F","solteiro","pardo","não espondeu",1,576.6,601.5,561,590,960,"não","não","C"
16,"F","solteiro","branco","não espondeu",0,516.9,555.9,534,635.8,580,"sim","sim","O"
27,"F","solteiro","pardo","não espondeu",0,580.9,595.2,595,562.8,920,"não sabe","não","B"
17,"M","solteiro","branco","privada",0,458.3,555.4,568.3,608.3,780,"sim","sim","L"
18,"F","solteiro","pardo","pública",0,561.1,597,593.2,619.2,600,"não","não","G"
19,"M","solteiro","negro","não espondeu",0,NA,586.1,603.5,NA,900,"não","não","A"
19,"M","solteiro","pardo","não espondeu",0,579.3,588.3,598.3,622.7,760,"não","não","C"
16,"F","solteiro","pardo","não espondeu",0,592.2,615.3,575.3,605.6,660,"não sabe","sim","C"
17,"F","solteiro","branco","pública",0,534,593.9,564.9,492.2,680,"não","não","D"
21,"M","solteiro","amarelo","não espondeu",0,366.4,341.7,476.3,372,660,"não","não","D"
20,"M","solteiro","pardo","não espondeu",0,490.1,488.1,499.8,397.6,420,"sim","sim","C"
19,"M","solteiro","branco","não espondeu",0,539.4,626.8,582.1,775,900,"não","não","C"
32,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","E"
28,"M","solteiro","negro","não espondeu",0,562.2,628,587.1,659.9,600,"não","não","B"
19,"M","solteiro","pardo","privada",0,670,650.7,559.5,855,680,"sim","sim","I"
24,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
18,"F","solteiro","pardo","não espondeu",0,516.5,581.3,566.8,648.9,760,"sim","não","C"
20,"F","solteiro","branco","não espondeu",1,507.9,543.6,589.3,568.6,520,"não","sim","E"
17,"M","solteiro","branco","não espondeu",0,652.4,734,623.3,863.9,840,"sim","sim","Q"
31,"M","solteiro","pardo","não espondeu",0,607,652.1,605.6,738.2,760,"sim","sim","N"
47,"M","casado","negro","não espondeu",0,577.3,643.2,555.1,622.7,560,"não","não","G"
53,"F","solteiro","pardo","não espondeu",1,403.4,375.9,388.7,459.2,260,"não","não","B"
28,"F","solteiro","pardo","não espondeu",1,NA,500,506.2,NA,500,"não","não","E"
18,"F","solteiro","ND","não espondeu",0,417.1,550.4,517.2,500.6,600,"sim","não","I"
42,"M","casado","pardo","não espondeu",0,550.9,608.3,622.3,710.7,900,"sim","não","I"
18,"F","solteiro","branco","não espondeu",0,473.7,582.1,601,561.7,800,"não sabe","não","C"
18,"M","solteiro","negro","pública",0,392,490.3,516.1,408.4,460,"não","não","D"
18,"F","solteiro","pardo","não espondeu",0,591.7,642.5,635.1,785.9,820,"sim","sim","O"
18,"F","solteiro","branco","pública",1,462.4,428.2,552.5,485.9,520,"não","não","C"
18,"F","solteiro","pardo","não espondeu",0,NA,400.4,460.4,NA,440,"não","não","C"
19,"M","solteiro","branco","privada",0,NA,NA,NA,NA,NA,"sim","sim","Q"
24,"F","solteiro","negro","não espondeu",1,537.9,548.7,523.4,366.8,520,"não","não","D"
20,"F","NI","negro","não espondeu",0,384.2,445.1,521.7,474.4,0,"não","não","B"
18,"F","solteiro","ND","não espondeu",0,622.6,686.2,640.6,703.3,820,"não","sim","E"
41,"F","casado","pardo","não espondeu",1,469.9,474.5,464.8,436.8,300,"não","não","C"
22,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
17,"M","solteiro","branco","privada",0,601.4,636.5,618,782.9,700,"sim","sim","O"
21,"M","solteiro","branco","não espondeu",0,566.7,612.1,579.1,614.7,640,"não","não","D"
18,"M","solteiro","negro","não espondeu",1,524,543.7,408.9,694,680,"não","sim","E"
21,"F","solteiro","pardo","não espondeu",1,NA,575.7,511.6,NA,500,"sim","não","E"
20,"M","solteiro","branco","não espondeu",0,486.7,419.4,465,441.9,460,"não","não","C"
17,"F","solteiro","branco","pública",0,534.3,590.9,592.3,706.5,800,"não","não","F"
19,"F","solteiro","pardo","não espondeu",0,NA,450.2,507.4,NA,460,"não","não","D"
20,"F","solteiro","negro","não espondeu",0,556.7,544,571.2,586.6,920,"não","não","E"
28,"F","solteiro","pardo","não espondeu",1,534,592.4,586.4,654.5,740,"não","não","E"
27,"F","NI","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
25,"F","solteiro","pardo","não espondeu",1,436.3,555.4,514.7,493.8,520,"não","não","C"
25,"F","solteiro","pardo","não espondeu",1,558.6,477.2,534,463.9,480,"não","não","C"
34,"M","casado","pardo","não espondeu",0,486.9,494.2,410.8,505.8,260,"não","não","C"
19,"F","solteiro","branco","não espondeu",1,608.9,615.4,582.6,723.6,900,"não","sim","L"
17,"M","solteiro","pardo","pública",0,591.6,613.6,599.3,536.7,620,"sim","sim","E"
21,"F","solteiro","branco","não espondeu",1,526.4,591.2,575.2,452.6,960,"não","não","E"
25,"F","solteiro","pardo","não espondeu",0,NA,396.6,492,NA,0,"não","não","B"
17,"F","solteiro","branco","pública",0,612.3,645,651.7,702.6,720,"sim","sim","J"
17,"M","solteiro","amarelo","pública",0,519,326,552.1,623.7,560,"não","não","C"
19,"F","solteiro","branco","não espondeu",0,632.4,682.6,641.7,717.2,900,"sim","sim","J"
19,"F","solteiro","branco","não espondeu",0,497.9,533.4,580.3,587,660,"não","não","E"
30,"M","solteiro","pardo","não espondeu",0,559.4,626,583.3,748.6,540,"não","não","C"
29,"F","solteiro","pardo","não espondeu",0,398.3,449,528.4,388.6,540,"não","não","C"
19,"F","NI","branco","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","E"
25,"F","solteiro","pardo","não espondeu",1,491.8,566.8,539.3,477.4,460,"não","não","C"
16,"M","solteiro","pardo","não espondeu",1,NA,580.8,546,NA,460,"não","sim","C"
26,"F","solteiro","pardo","não espondeu",1,571.7,621.3,589.8,705.8,600,"não","não","H"
21,"F","solteiro","pardo","não espondeu",0,470.9,528.9,576.6,594.5,480,"não","não","G"
48,"F","solteiro","negro","não espondeu",0,562.1,647.7,590.1,617.4,600,"sim","não","I"
19,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
19,"F","solteiro","pardo","não espondeu",1,533.4,560.8,564.8,502.1,660,"não","não","G"
19,"F","solteiro","negro","pública",0,620.7,619.5,618.9,737.8,800,"não","não","G"
40,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"M","NI","ND","pública",0,NA,579.1,540.5,NA,640,"não","não","C"
18,"M","solteiro","pardo","não espondeu",0,444.1,473.7,497.6,464.5,620,"não","não","B"
25,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
20,"M","solteiro","pardo","não espondeu",1,489.5,459.2,508.2,526.3,780,"não","sim","E"
24,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","D"
19,"F","solteiro","negro","não espondeu",0,NA,505.6,571,NA,680,"sim","não","C"
24,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","F"
18,"F","solteiro","pardo","pública",0,402.7,369.1,555.5,581.8,720,"não sabe","não","B"
39,"F","solteiro","pardo","não espondeu",1,443.1,554.1,515.6,399.1,540,"não","não","E"
30,"F","solteiro","amarelo","não espondeu",0,516.6,504.1,580.9,417.9,680,"não","não","D"
18,"F","solteiro","negro","pública",1,412.3,459.1,493.6,463.2,540,"não","não","C"
18,"F","solteiro","branco","privada",0,619.3,602.7,608.2,752.5,900,"sim","sim","O"
38,"M","divorciado","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","C"
25,"F","solteiro","pardo","não espondeu",0,624.8,478.7,605.2,662.3,920,"não","não","G"
18,"F","solteiro","branco","não espondeu",0,625.1,571.7,570.4,723.8,940,"não","sim","G"
19,"F","solteiro","pardo","pública",0,437,466.8,540.1,427.7,580,"não","não","B"
48,"M","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","G"
23,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","G"
43,"M","casado","pardo","não espondeu",1,478,625.9,573.8,647.9,640,"não","não","F"
18,"M","solteiro","negro","não espondeu",0,536.1,600.4,585.4,622.6,660,"não sabe","não","E"
28,"M","casado","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
20,"M","solteiro","branco","não espondeu",0,732.1,748.9,648.5,902.5,920,"sim","sim","P"
54,"F","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"M","solteiro","branco","pública",0,518.5,480.4,555.8,420.1,580,"não","não","C"
44,"F","divorciado","branco","não espondeu",1,NA,NA,NA,NA,NA,"sim","não","J"
35,"M","solteiro","amarelo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","D"
17,"F","solteiro","pardo","pública",0,387.8,510.6,545.7,500.4,620,"não","não","D"
20,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","O"
25,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
31,"M","solteiro","pardo","não espondeu",0,562,688.6,662.6,611.1,580,"não","não","G"
30,"F","solteiro","pardo","não espondeu",1,605.6,607.9,563.3,715,700,"não","não","D"
39,"M","casado","pardo","não espondeu",0,503.5,612.9,569.6,483.1,580,"não","não","H"
