"idade","sexo","est_civil","raca","escola","lingua_estr","nota_CN","nota_CH","nota_LC","nota_MT","nota_RD","ESC_pai","ESC_mae","renda_fam"
20,"F","solteiro","pardo","não espondeu",1,391.7,479.2,526.4,441,580,"não","não","C"
25,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
19,"M","solteiro","branco","pública",0,478.1,545.5,558.5,507.9,580,"não sabe","sim","C"
18,"M","solteiro","branco","pública",0,431.5,386.4,535.5,429.4,440,"não","sim","G"
27,"F","divorciado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
20,"M","solteiro","negro","não espondeu",0,506.1,522.1,524.2,690.8,600,"não","não","C"
21,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","não espondeu",1,675.5,712.8,605.2,796.4,880,"sim","sim","J"
37,"F","solteiro","pardo","não espondeu",1,436.9,559.5,524.9,479.8,440,"não","não","C"
19,"M","solteiro","branco","não espondeu",0,622.2,611.4,557.8,739.3,680,"sim","sim","N"
18,"F","solteiro","pardo","pública",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","branco","privada",0,617.4,737.3,652.1,761.2,820,"sim","sim","Q"
22,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
17,"F","solteiro","branco","pública",0,396.5,493.3,523.8,502.5,500,"não","não","F"
30,"F","casado","branco","não espondeu",0,617.5,614.7,611,789.1,720,"sim","sim","Q"
21,"F","solteiro","pardo","não espondeu",1,481.2,473.3,509.6,492.8,580,"não","sim","F"
45,"F","casado","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","P"
16,"F","solteiro","branco","não espondeu",0,562.8,619.3,579.3,747.1,640,"sim","sim","Q"
17,"M","solteiro","branco","não espondeu",0,494.7,668.6,606.7,440.5,640,"sim","sim","H"
17,"M","solteiro","branco","não espondeu",0,552.3,622.7,566.1,694.8,540,"sim","sim","Q"
19,"F","solteiro","branco","não espondeu",0,626.9,622.7,608.8,802.3,780,"não","não","G"
27,"F","solteiro","negro","não espondeu",0,488.6,494,547.5,463.5,540,"não","não","C"
17,"F","solteiro","branco","não espondeu",0,572.5,625.9,619.7,645.8,840,"sim","sim","K"
15,"F","solteiro","branco","não espondeu",1,543.1,625.6,592.9,700.3,920,"não","não","K"
24,"F","solteiro","pardo","não espondeu",1,414.5,501.4,496.1,491.9,580,"não","não","B"
27,"M","solteiro","pardo","não espondeu",1,397.1,392.7,339.5,408.1,380,"não","não","C"
19,"F","solteiro","pardo","não espondeu",0,593.5,550.8,565.1,690.5,880,"não","não","E"
19,"M","solteiro","negro","não espondeu",1,542.9,556.8,573.4,602.8,480,"não","não","E"
16,"M","solteiro","branco","não espondeu",0,608.3,617.7,571.9,707.4,600,"sim","sim","I"
21,"F","solteiro","branco","não espondeu",0,607.9,592.5,566.7,477,820,"não","não","D"
29,"M","solteiro","branco","não espondeu",0,530.6,636.2,578.1,664.1,680,"sim","não","H"
21,"F","solteiro","branco","não espondeu",0,469.6,557.3,534.9,489.8,560,"não","não","C"
33,"M","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
38,"F","casado","pardo","não espondeu",0,722.6,752.6,711.2,810.1,960,"não","sim","O"
18,"F","solteiro","pardo","pública",0,419.5,553.6,557,475.2,560,"não","não","E"
23,"M","solteiro","pardo","não espondeu",1,360.8,410,471.5,363.9,600,"sim","não","C"
47,"F","solteiro","pardo","não espondeu",1,424.8,594,544.6,515.1,540,"não sabe","não","B"
26,"F","solteiro","pardo","não espondeu",0,521.1,590.8,535.3,598.9,460,"não","não sabe","G"
20,"F","solteiro","pardo","não espondeu",1,556.8,588.2,465.2,570.1,920,"não","não","G"
20,"M","solteiro","branco","não espondeu",0,573.4,658.5,586.2,746.5,920,"sim","não","L"
22,"M","solteiro","ND","não espondeu",0,502.6,527.6,565.7,636.1,600,"sim","sim","G"
23,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
21,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
25,"F","solteiro","negro","não espondeu",0,502.6,590.4,542.6,477,540,"não","não","D"
25,"F","solteiro","branco","não espondeu",1,387.3,401.8,439.2,406.3,480,"sim","não","B"
17,"F","solteiro","branco","pública",0,372.1,466.3,533.7,458.9,560,"não","não","D"
23,"M","solteiro","pardo","não espondeu",1,464,441.1,463,377.8,500,"não sabe","não","G"
16,"F","solteiro","branco","não espondeu",0,588.8,592.7,598,725.2,860,"não","não","G"
23,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
44,"F","solteiro","pardo","não espondeu",1,527.8,479.1,539,472.2,520,"não","não","E"
43,"M","casado","pardo","não espondeu",1,506.9,577.4,529.9,602.4,480,"não","não","C"
25,"M","solteiro","negro","não espondeu",0,539.1,598.8,572,534.2,620,"não","não","A"
31,"M","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","G"
33,"F","solteiro","pardo","não espondeu",0,621.7,630.2,573.6,752.7,840,"não","não","I"
18,"M","solteiro","branco","privada",0,732.2,706.2,635.5,854.6,960,"sim","sim","Q"
22,"M","solteiro","pardo","não espondeu",1,573.7,580.5,574.2,496.6,680,"não","sim","G"
19,"F","solteiro","negro","pública",0,NA,NA,NA,NA,NA,"não sabe","não","C"
20,"F","solteiro","pardo","não espondeu",0,498.2,517.7,503.6,383.2,620,"não","não","C"
32,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
16,"M","solteiro","pardo","não espondeu",0,618.1,668.6,642.1,822.2,820,"sim","sim","Q"
16,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","O"
25,"F","solteiro","pardo","não espondeu",0,487,538.3,578.3,642.5,600,"não sabe","não","C"
18,"M","solteiro","negro","não espondeu",0,566.6,621.7,574,722.6,520,"não","não","F"
17,"M","divorciado","pardo","pública",1,372.1,432.8,443.4,374.8,360,"não","não","B"
37,"F","NI","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
30,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
18,"F","solteiro","branco","pública",0,468,555.6,571,546.9,320,"não","não","F"
18,"M","solteiro","pardo","não espondeu",1,436.5,445,506.6,475.3,640,"não","não","E"
52,"F","casado","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","pardo","privada",0,558.8,573,614.9,730.2,800,"não","sim","I"
22,"F","solteiro","pardo","não espondeu",1,434.2,570.1,529,586.8,700,"sim","sim","L"
20,"F","solteiro","pardo","não espondeu",0,557.6,528.5,535.2,567.5,480,"não sabe","não","B"
41,"F","casado","pardo","não espondeu",0,497.1,565.5,526.5,470.8,560,"não","não","C"
21,"M","solteiro","pardo","não espondeu",0,516.5,540.8,543.6,600.3,720,"não","não","C"
17,"F","solteiro","branco","pública",0,469.7,518,544.2,449.5,820,"não","não","B"
20,"F","solteiro","branco","não espondeu",0,561.9,591.4,536.7,705.1,920,"sim","não","G"
22,"F","solteiro","negro","não espondeu",1,467.7,393.6,476.8,469.8,540,"não","não","C"
20,"M","solteiro","pardo","não espondeu",0,534.7,509.5,540.7,388.4,540,"não","não","E"
16,"F","solteiro","pardo","não espondeu",1,546.9,579.5,517.2,625,600,"não","não","D"
16,"M","solteiro","branco","não espondeu",0,580.3,687,628.2,789.5,800,"sim","sim","Q"
16,"F","solteiro","pardo","não espondeu",0,520.9,632.4,609.3,652,740,"não","sim","L"
17,"F","solteiro","branco","pública",0,551.1,629,622.1,649.8,820,"sim","não","I"
19,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","B"
17,"M","solteiro","branco","privada",0,591.5,626.7,615.8,698.8,720,"não","sim","J"
51,"M","casado","branco","não espondeu",1,392.5,414.4,423.2,428.8,320,"não","não","D"
24,"F","solteiro","negro","não espondeu",0,444.9,542.5,572,412.1,440,"não","não","G"
51,"M","solteiro","negro","não espondeu",0,413.2,527.3,556.1,391,360,"não","não","E"
24,"M","solteiro","branco","não espondeu",1,602.7,651.4,645.1,616.7,600,"não","sim","H"
21,"M","solteiro","branco","não espondeu",0,690.6,669.5,633.3,832.8,840,"não","sim","N"
17,"M","solteiro","branco","não espondeu",1,584,623.8,614,763.1,640,"sim","sim","P"
31,"F","solteiro","branco","não espondeu",0,479.5,566.2,537.8,544.7,540,"não","não","D"
18,"F","solteiro","branco","pública",1,434,495.3,527.7,498.8,420,"não","não","B"
38,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
22,"M","solteiro","branco","não espondeu",0,498.5,487.4,607.3,611.5,620,"não","não","H"
22,"M","solteiro","branco","não espondeu",0,417.2,521,477.6,372.9,500,"não","não","H"
17,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"sim","não","C"
19,"F","solteiro","pardo","não espondeu",1,553.6,521.3,600.7,672.1,780,"não","não","C"
54,"M","divorciado","branco","não espondeu",1,569.9,602,548.8,596,540,"não","não","C"
39,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","B"
18,"F","solteiro","pardo","pública",1,521.7,463,562.8,475.5,760,"não","não","C"
55,"F","solteiro","negro","não espondeu",1,437.3,577.5,490.6,435.6,620,"não sabe","não sabe","D"
23,"M","solteiro","branco","não espondeu",0,694.9,750.5,674.4,844.7,740,"não","sim","K"
19,"M","solteiro","branco","não espondeu",0,716.8,692,629.2,907.8,900,"sim","não","I"
23,"F","solteiro","pardo","não espondeu",1,404.4,410.8,439.4,419.1,400,"não sabe","não sabe","A"
17,"F","solteiro","pardo","pública",1,412.4,556.8,510.4,456,560,"sim","não","B"
18,"F","solteiro","negro","pública",1,594.8,614.6,617.1,631.4,940,"não","não","E"
41,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
21,"M","solteiro","pardo","não espondeu",1,511.6,516.2,430.3,362,440,"não","não","B"
19,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"sim","sim","K"
22,"F","solteiro","branco","não espondeu",0,589.2,595.2,586.2,551.4,640,"não","não","G"
17,"F","solteiro","pardo","não espondeu",0,548.6,566.5,601.9,653.3,600,"sim","sim","P"
22,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
56,"M","casado","branco","não espondeu",0,435.8,422,432.6,405.1,260,"não","não","D"
18,"M","solteiro","branco","privada",0,581.9,608.7,562.7,681.4,560,"sim","sim","P"
18,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
18,"F","solteiro","branco","pública",0,480.1,561.1,554.4,566.2,880,"não","não","H"
25,"M","solteiro","negro","não espondeu",0,447.7,389.9,381.1,549.9,440,"não","não","C"
25,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
26,"M","solteiro","branco","não espondeu",1,635.3,646.2,646.1,757.5,800,"não","não","E"
18,"F","solteiro","pardo","não espondeu",1,540.6,582.8,553.5,584.9,940,"não","sim","O"
19,"M","solteiro","branco","não espondeu",0,628,653.3,624.2,769.2,820,"não","sim","N"
21,"M","divorciado","pardo","não espondeu",0,412,564,549.8,659.1,580,"não","não","E"
46,"F","divorciado","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","N"
47,"M","casado","branco","não espondeu",1,533.5,511.5,521.8,581,620,"não","não","D"
30,"F","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
37,"F","solteiro","pardo","não espondeu",0,430.6,450.4,403.8,364,400,"não","não","E"
18,"F","solteiro","branco","pública",0,565.5,520.4,533.2,520.8,820,"não","não","C"
19,"M","solteiro","branco","privada",0,762,743.5,652,873,900,"sim","sim","Q"
19,"M","solteiro","pardo","não espondeu",0,543.5,545,577.3,416.8,640,"não","não","C"
16,"F","solteiro","branco","não espondeu",0,NA,543.9,541,NA,680,"não","sim","F"
16,"M","solteiro","branco","não espondeu",0,723.1,675.5,618.8,911.9,860,"não","não","I"
30,"M","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","G"
30,"F","solteiro","ND","não espondeu",1,NA,NA,NA,NA,NA,"sim","sim","G"
24,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","branco","privada",0,576.6,650.4,623.2,848.1,920,"sim","sim","L"
17,"F","solteiro","pardo","pública",1,430.7,490,511.4,507.8,460,"não","não","B"
18,"F","solteiro","indigena","não espondeu",0,601.6,565.4,585.5,581.3,720,"não","não","C"
34,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","E"
55,"F","casado","pardo","não espondeu",1,429.5,446,346.3,373.7,220,"não","não","D"
18,"M","solteiro","pardo","privada",0,556.5,622.1,592.2,703.9,800,"não","não","G"
18,"M","solteiro","branco","privada",1,440,455.8,517,543.4,600,"não","não","K"
29,"F","solteiro","pardo","não espondeu",1,454.4,533.7,534.4,429.9,600,"não","não","A"
21,"F","solteiro","negro","não espondeu",1,349.8,532.6,524.2,571.4,260,"não","não","C"
18,"M","solteiro","branco","não espondeu",0,580.7,644.2,604,709.7,940,"sim","sim","Q"
19,"F","solteiro","amarelo","não espondeu",0,512.6,524.8,555.2,400.8,520,"não","não","C"
24,"M","solteiro","amarelo","não espondeu",0,482.3,573.1,583.8,583.1,640,"não","sim","C"
32,"M","solteiro","negro","não espondeu",0,463.3,558.8,533.2,515.1,580,"não","não","E"
57,"F","casado","branco","não espondeu",1,467.6,451.9,467.5,364.2,0,"não","não","I"
25,"F","casado","pardo","não espondeu",1,361.7,478.4,503,407.7,480,"não sabe","não","C"
18,"F","solteiro","ND","não espondeu",1,NA,NA,NA,NA,NA,"sim","não","Q"
24,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","G"
28,"F","solteiro","branco","não espondeu",0,602.7,614.1,641.5,630.3,800,"sim","sim","P"
20,"M","solteiro","branco","não espondeu",0,394,508.9,452.3,453,560,"não","não","D"
15,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","Q"
19,"F","solteiro","branco","não espondeu",1,528.4,510.3,570.1,494.9,640,"não sabe","não sabe","A"
18,"F","solteiro","negro","pública",0,563.4,554.7,575.9,587.4,960,"não","não","C"
37,"F","solteiro","pardo","não espondeu",0,469.1,500.2,521.6,548.2,0,"não","não","C"
17,"F","solteiro","pardo","pública",1,548,553.1,555.6,638.9,620,"não","não","F"
23,"M","solteiro","negro","não espondeu",1,465.2,523.8,501.7,434.5,640,"não","não","B"
52,"M","casado","pardo","não espondeu",0,496.9,549.7,439.7,454.1,260,"não","não","E"
66,"M","casado","pardo","não espondeu",1,405.1,385.1,395.1,419.8,360,"não","não","G"
25,"F","solteiro","pardo","não espondeu",1,NA,386.4,493.2,NA,0,"não","não","B"
22,"M","solteiro","negro","não espondeu",0,544.9,618.4,490.5,599,680,"não","não","E"
18,"F","solteiro","branco","privada",0,524.9,605.3,593.3,581.2,640,"sim","sim","Q"
34,"F","casado","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
21,"F","solteiro","branco","não espondeu",0,564.1,684.4,613.4,550.7,720,"não sabe","não","C"
17,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
21,"M","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
30,"F","solteiro","branco","não espondeu",0,615.5,677.2,573.6,532.1,600,"não","não","E"
32,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","G"
18,"F","solteiro","pardo","privada",0,595.5,594.6,577.3,688.5,860,"sim","sim","N"
20,"M","solteiro","pardo","não espondeu",0,485.1,570.6,576.4,599.1,520,"não","não","D"
19,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","K"
17,"M","solteiro","pardo","pública",0,574.8,598.7,581.7,655.7,700,"sim","não","B"
25,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","sim","C"
18,"F","solteiro","negro","não espondeu",0,618.3,615.8,618.8,770,880,"não","não","F"
20,"M","solteiro","pardo","não espondeu",1,NA,584.7,633.8,NA,660,"sim","não","G"
19,"M","solteiro","branco","não espondeu",0,649.2,692.6,606.9,907.4,860,"sim","sim","O"
39,"M","casado","ND","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
32,"M","casado","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","F"
21,"F","solteiro","branco","não espondeu",0,642.9,680.8,615,807.8,940,"não","não","I"
29,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
22,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","E"
17,"F","solteiro","negro","pública",0,NA,576.1,534.5,NA,540,"não","não","D"
31,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
38,"M","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
19,"F","solteiro","pardo","não espondeu",0,571.4,583.1,549,711.1,840,"não","sim","F"
19,"M","solteiro","pardo","não espondeu",0,406,515,556.9,525,420,"não","não","D"
21,"M","solteiro","pardo","não espondeu",0,481.3,427.2,524.1,636.9,540,"não","não","H"
18,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","D"
19,"F","solteiro","pardo","não espondeu",0,448.7,514,529.8,503.5,540,"não","não","C"
15,"F","solteiro","branco","não espondeu",1,565.5,415.2,536.2,623.5,640,"sim","sim","F"
41,"F","casado","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
43,"M","casado","pardo","não espondeu",0,620.4,626.2,610.6,626.4,580,"não","não","C"
23,"F","solteiro","pardo","pública",0,387,451.3,489.4,437.7,520,"não","não","B"
19,"M","solteiro","pardo","não espondeu",0,586.6,567.4,551.7,708.9,640,"sim","não","G"
21,"F","solteiro","branco","não espondeu",1,364.1,461.8,488.7,607.2,280,"não","não","C"
27,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
19,"F","solteiro","branco","não espondeu",0,372.9,413,387.4,488,360,"não","não","B"
18,"M","solteiro","negro","pública",0,518.2,581.3,592.4,637.6,780,"não","sim","H"
20,"M","solteiro","pardo","não espondeu",1,599.7,633.6,568.2,756.1,740,"não sabe","não","C"
22,"M","solteiro","pardo","não espondeu",0,631.1,541.8,599,665,780,"não","sim","J"
18,"F","solteiro","branco","não espondeu",0,636,665.1,583.3,740.9,920,"não","não","E"
31,"F","solteiro","pardo","não espondeu",1,476.3,541.3,508.4,420.7,600,"não","não","E"
20,"M","solteiro","amarelo","não espondeu",1,676.5,729.2,628.3,816.3,960,"sim","sim","J"
20,"F","solteiro","branco","não espondeu",0,599.4,634.7,623,737.3,960,"sim","sim","G"
18,"M","solteiro","ND","não espondeu",0,349.1,429.8,329.5,439.5,340,"não","não","B"
27,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","H"
28,"F","casado","pardo","não espondeu",1,486.4,494.8,498.1,457,420,"não","não","C"
32,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
31,"F","solteiro","negro","não espondeu",0,489.9,638.5,589.6,583.4,740,"não sabe","não","E"
20,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
21,"M","solteiro","branco","não espondeu",0,665.7,680.3,637.7,824.5,940,"não","não","M"
26,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","branco","pública",0,384.5,456,505.9,501.7,640,"não","não","B"
17,"F","solteiro","branco","não espondeu",0,462,566.8,587.8,710.1,840,"sim","sim","K"
17,"F","solteiro","branco","privada",0,609.2,669.4,609.8,767.3,920,"sim","sim","L"
18,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","Q"
17,"F","solteiro","negro","pública",0,NA,NA,NA,NA,NA,"não","não","B"
17,"F","solteiro","pardo","pública",0,501.6,429.7,487.5,379.2,620,"não","não","E"
19,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
42,"F","solteiro","negro","não espondeu",1,497.2,462.1,449.8,406.9,560,"não","não","C"
23,"F","solteiro","pardo","não espondeu",1,645.2,673.9,602.7,700.9,880,"não","não","O"
26,"M","solteiro","pardo","não espondeu",0,587.7,584.4,566.1,647.3,960,"não","não sabe","C"
21,"F","solteiro","pardo","não espondeu",1,522.2,564.1,574.8,625.4,580,"não","não","E"
18,"F","solteiro","branco","não espondeu",0,579.3,607.7,594.3,729.9,960,"sim","sim","O"
21,"M","solteiro","negro","não espondeu",1,500,509.6,512.8,363.8,500,"não","não","E"
24,"F","solteiro","branco","não espondeu",0,441.3,579.4,583.9,628.1,560,"não","não","C"
18,"M","solteiro","branco","privada",0,586.2,669.8,645.1,773.3,800,"sim","sim","Q"
18,"M","solteiro","negro","não espondeu",0,550.1,588,619.5,469.7,680,"não sabe","não sabe","C"
16,"F","solteiro","branco","não espondeu",0,431.1,504.2,580.9,400.3,620,"não","não","G"
19,"M","solteiro","branco","não espondeu",0,534.3,463.9,538.3,538.9,580,"sim","não","L"
17,"M","solteiro","negro","pública",1,506.4,585.1,584.3,673.6,560,"não","não","C"
18,"M","solteiro","pardo","pública",1,561.3,630.3,575.6,643.9,700,"não","não","D"
18,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
18,"F","solteiro","branco","não espondeu",0,725.4,721,626,893.9,900,"sim","sim","O"
18,"F","solteiro","branco","pública",0,635.2,701.1,612.8,687.5,840,"não","não","D"
30,"M","casado","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
19,"M","solteiro","branco","não espondeu",0,507.4,534.6,561.7,530.1,560,"sim","sim","L"
41,"M","solteiro","pardo","não espondeu",0,582.6,721.1,627.3,735.6,640,"não","sim","H"
20,"F","solteiro","negro","não espondeu",0,463.9,491.7,507.4,404,480,"não sabe","não","B"
21,"F","solteiro","negro","não espondeu",1,486,529,564.7,557.2,600,"não","não","C"
18,"F","solteiro","branco","não espondeu",0,674.7,696.6,647.3,832.2,980,"sim","sim","O"
17,"F","solteiro","branco","pública",0,387.3,340.4,417.1,375.4,280,"sim","não","D"
36,"M","NI","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","F"
19,"F","solteiro","branco","não espondeu",0,541.1,629,577.4,714.8,940,"sim","sim","H"
25,"F","solteiro","pardo","não espondeu",1,407.1,363.9,528.9,435.5,320,"não","não","E"
15,"F","solteiro","branco","não espondeu",0,630,603.9,593.7,720.5,680,"não","não","F"
17,"M","solteiro","branco","não espondeu",0,693.8,713.7,650.2,944.4,820,"sim","sim","Q"
25,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não sabe","B"
19,"M","solteiro","branco","não espondeu",0,644.2,576.9,643.1,768.8,800,"sim","sim","Q"
38,"M","casado","pardo","não espondeu",1,375.8,421,497.7,404.1,580,"não","não","D"
40,"F","solteiro","pardo","não espondeu",0,367.1,489.4,500.6,400.7,500,"não","não","C"
20,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
16,"F","solteiro","pardo","não espondeu",1,469.6,547,556.6,631.7,860,"não","não","J"
18,"M","solteiro","pardo","pública",1,618,669.3,627.8,681.7,780,"não","não","A"
22,"M","solteiro","pardo","não espondeu",1,421.5,423.7,507.9,433,580,"não","não","B"
17,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
17,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","G"
17,"M","solteiro","pardo","privada",1,530.3,567.8,576.3,828.5,980,"não","sim","G"
18,"M","NI","pardo","privada",0,654.6,697.4,610.8,888.7,960,"sim","sim","G"
20,"F","solteiro","pardo","não espondeu",1,460.5,468.3,507.2,519.9,560,"não","não","B"
43,"F","casado","pardo","não espondeu",1,457.4,380.5,409.8,397.5,420,"não sabe","não","G"
44,"F","casado","pardo","não espondeu",0,468.8,472.2,530.3,400.6,240,"não sabe","não","F"
18,"F","solteiro","branco","não espondeu",1,467.2,594.1,483.7,705.9,600,"sim","sim","O"
25,"F","solteiro","pardo","não espondeu",1,570.4,577,549.2,568.2,660,"sim","não","E"
16,"M","solteiro","branco","não espondeu",0,601.8,572.2,550.2,716.1,740,"sim","sim","Q"
19,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
19,"M","solteiro","branco","não espondeu",0,569.7,595.1,575.4,695.6,860,"sim","sim","P"
20,"M","solteiro","pardo","não espondeu",1,628,681.6,657.2,802.1,940,"não","não","M"
18,"F","solteiro","branco","não espondeu",0,634.3,643.8,602.2,731,900,"não","não","G"
18,"M","solteiro","branco","privada",0,661.1,678.9,637.2,828.9,980,"sim","sim","N"
17,"M","solteiro","branco","não espondeu",1,511.2,622.8,580.6,658.2,660,"sim","sim","Q"
16,"M","solteiro","branco","não espondeu",0,611.4,645.2,609.5,780.6,960,"sim","sim","Q"
24,"F","solteiro","pardo","não espondeu",0,536.9,597.1,585,655,940,"não","não","B"
20,"F","solteiro","amarelo","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","B"
18,"F","solteiro","amarelo","pública",1,434.1,526.8,567.5,443.6,560,"não","não","C"
19,"F","solteiro","negro","não espondeu",0,397.4,440.1,510.8,485.3,540,"não","não","E"
52,"F","casado","branco","não espondeu",1,639.7,668.6,598.6,490.1,660,"não","não","D"
47,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
21,"F","solteiro","negro","não espondeu",1,393.9,419.7,373.5,496.8,560,"não","não","C"
17,"F","solteiro","pardo","pública",1,526.4,435.4,457.6,433.8,440,"não","não","C"
29,"F","casado","pardo","não espondeu",1,476.4,518.1,481.3,503.9,560,"não","não","D"
19,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","negro","pública",1,NA,410,432.7,NA,0,"não sabe","não sabe","D"
20,"M","solteiro","pardo","não espondeu",0,NA,648.6,569.6,NA,620,"não","não","G"
19,"F","solteiro","negro","não espondeu",0,358.9,480.9,476.3,370,560,"não","não","C"
19,"F","solteiro","amarelo","não espondeu",0,555.7,630.6,618.9,710.7,820,"não","sim","E"
18,"F","solteiro","branco","não espondeu",1,417.1,526.8,485.9,676.6,580,"não","não","B"
29,"F","solteiro","pardo","não espondeu",0,370.9,466.7,475.2,385.6,580,"não","não","D"
35,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","N"
24,"M","solteiro","negro","não espondeu",1,531.9,602.4,599.8,676.2,760,"não","não","C"
20,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
20,"M","solteiro","pardo","não espondeu",0,572,546.8,554.5,568.9,620,"não","não","D"
19,"M","solteiro","negro","não espondeu",1,540.5,535.1,562,645.4,620,"não","não","C"
37,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
19,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
19,"F","solteiro","pardo","não espondeu",1,461.3,567.6,525.8,615.8,660,"não","não","C"
32,"F","solteiro","pardo","não espondeu",1,474.6,483.6,535.6,454.6,600,"não","não","E"
19,"F","solteiro","pardo","não espondeu",1,533.1,553.9,568.5,574.8,900,"não","não","F"
30,"F","NI","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
